REF_DATE,GEO,Province_encoding,DGUID,North American Industry Classification System (NAICS),Industry_encoding,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2009,Nova Scotia,6,2016A000212,"Professional, scientific and technical services",12,Persons,249,thousands,3,v91416521,8.12,20.6,,,,1
2009,Nova Scotia,6,2016A000212,"Business, building and other support services",13,Persons,249,thousands,3,v91416522,8.13,24.3,,,,1
2009,Nova Scotia,6,2016A000212,Educational services,14,Persons,249,thousands,3,v91416523,8.14,35.6,,,,1
2009,Nova Scotia,6,2016A000212,Health care and social assistance,15,Persons,249,thousands,3,v91416524,8.15,65.7,,,,1
2009,Nova Scotia,6,2016A000212,"Information, culture and recreation",16,Persons,249,thousands,3,v91416525,8.16,17.4,,,,1
2009,Nova Scotia,6,2016A000212,Accommodation and food services,17,Persons,249,thousands,3,v91416526,8.17,30.8,,,,1
2009,Nova Scotia,6,2016A000212,Other services (except public administration),18,Persons,249,thousands,3,v91416527,8.18,20,,,,1
2009,Nova Scotia,6,2016A000212,Public administration,19,Persons,249,thousands,3,v91416528,8.19,30.5,,,,1
2010,Nova Scotia,6,2016A000212,"Total employed, all industries",1,Persons,249,thousands,3,v91416510,8.1,451.3,,,,1
2010,Nova Scotia,6,2016A000212,Goods-producing sector,2,Persons,249,thousands,3,v91416511,8.2,87.4,,,,1
2010,Nova Scotia,6,2016A000212,Agriculture,3,Persons,249,thousands,3,v91416512,8.3,6.4,,,,1
2010,Nova Scotia,6,2016A000212,"Forestry, fishing, mining, quarrying, oil and gas",4,Persons,249,thousands,3,v91416513,8.4,12,,,,1
2010,Nova Scotia,6,2016A000212,Utilities,5,Persons,249,thousands,3,v91416514,8.5,3.9,,,,1
2010,Nova Scotia,6,2016A000212,Construction,6,Persons,249,thousands,3,v91416515,8.6,32.5,,,,1
2010,Nova Scotia,6,2016A000212,Manufacturing,7,Persons,249,thousands,3,v91416516,8.7,32.6,,,,1
2010,Nova Scotia,6,2016A000212,Services-producing sector,8,Persons,249,thousands,3,v91416517,8.8,363.9,,,,1
2010,Nova Scotia,6,2016A000212,Wholesale and retail trade,9,Persons,249,thousands,3,v91416518,8.9,76,,,,1
2010,Nova Scotia,6,2016A000212,Transportation and warehousing,10,Persons,249,thousands,3,v91416519,8.1,19.5,,,,1
2010,Nova Scotia,6,2016A000212,"Finance, insurance, real estate, rental and leasing",11,Persons,249,thousands,3,v91416520,8.11,21.7,,,,1
2010,Nova Scotia,6,2016A000212,"Professional, scientific and technical services",12,Persons,249,thousands,3,v91416521,8.12,21.1,,,,1
2010,Nova Scotia,6,2016A000212,"Business, building and other support services",13,Persons,249,thousands,3,v91416522,8.13,24.8,,,,1
2010,Nova Scotia,6,2016A000212,Educational services,14,Persons,249,thousands,3,v91416523,8.14,33.4,,,,1
2010,Nova Scotia,6,2016A000212,Health care and social assistance,15,Persons,249,thousands,3,v91416524,8.15,68,,,,1
2010,Nova Scotia,6,2016A000212,"Information, culture and recreation",16,Persons,249,thousands,3,v91416525,8.16,19.6,,,,1
2010,Nova Scotia,6,2016A000212,Accommodation and food services,17,Persons,249,thousands,3,v91416526,8.17,30.4,,,,1
2010,Nova Scotia,6,2016A000212,Other services (except public administration),18,Persons,249,thousands,3,v91416527,8.18,18.8,,,,1
2010,Nova Scotia,6,2016A000212,Public administration,19,Persons,249,thousands,3,v91416528,8.19,30.5,,,,1
2011,Nova Scotia,6,2016A000212,"Total employed, all industries",1,Persons,249,thousands,3,v91416510,8.1,453,,,,1
2011,Nova Scotia,6,2016A000212,Goods-producing sector,2,Persons,249,thousands,3,v91416511,8.2,87.1,,,,1
2011,Nova Scotia,6,2016A000212,Agriculture,3,Persons,249,thousands,3,v91416512,8.3,5.6,,,,1
2011,Nova Scotia,6,2016A000212,"Forestry, fishing, mining, quarrying, oil and gas",4,Persons,249,thousands,3,v91416513,8.4,12,,,,1
2011,Nova Scotia,6,2016A000212,Utilities,5,Persons,249,thousands,3,v91416514,8.5,3.5,,,,1
2011,Nova Scotia,6,2016A000212,Construction,6,Persons,249,thousands,3,v91416515,8.6,32.9,,,,1
2011,Nova Scotia,6,2016A000212,Manufacturing,7,Persons,249,thousands,3,v91416516,8.7,33.1,,,,1
2011,Nova Scotia,6,2016A000212,Services-producing sector,8,Persons,249,thousands,3,v91416517,8.8,365.9,,,,1
2011,Nova Scotia,6,2016A000212,Wholesale and retail trade,9,Persons,249,thousands,3,v91416518,8.9,77.1,,,,1
2011,Nova Scotia,6,2016A000212,Transportation and warehousing,10,Persons,249,thousands,3,v91416519,8.1,20.8,,,,1
2011,Nova Scotia,6,2016A000212,"Finance, insurance, real estate, rental and leasing",11,Persons,249,thousands,3,v91416520,8.11,22.5,,,,1
2011,Nova Scotia,6,2016A000212,"Professional, scientific and technical services",12,Persons,249,thousands,3,v91416521,8.12,22.5,,,,1
2011,Nova Scotia,6,2016A000212,"Business, building and other support services",13,Persons,249,thousands,3,v91416522,8.13,22.1,,,,1
2011,Nova Scotia,6,2016A000212,Educational services,14,Persons,249,thousands,3,v91416523,8.14,33.2,,,,1
2011,Nova Scotia,6,2016A000212,Health care and social assistance,15,Persons,249,thousands,3,v91416524,8.15,68.3,,,,1
2011,Nova Scotia,6,2016A000212,"Information, culture and recreation",16,Persons,249,thousands,3,v91416525,8.16,19.2,,,,1
2011,Nova Scotia,6,2016A000212,Accommodation and food services,17,Persons,249,thousands,3,v91416526,8.17,32.1,,,,1
2011,Nova Scotia,6,2016A000212,Other services (except public administration),18,Persons,249,thousands,3,v91416527,8.18,18.5,,,,1
2011,Nova Scotia,6,2016A000212,Public administration,19,Persons,249,thousands,3,v91416528,8.19,29.4,,,,1
2012,Nova Scotia,6,2016A000212,"Total employed, all industries",1,Persons,249,thousands,3,v91416510,8.1,457.6,,,,1
2012,Nova Scotia,6,2016A000212,Goods-producing sector,2,Persons,249,thousands,3,v91416511,8.2,86.5,,,,1
2012,Nova Scotia,6,2016A000212,Agriculture,3,Persons,249,thousands,3,v91416512,8.3,6.1,,,,1
2012,Nova Scotia,6,2016A000212,"Forestry, fishing, mining, quarrying, oil and gas",4,Persons,249,thousands,3,v91416513,8.4,11.5,,,,1
2012,Nova Scotia,6,2016A000212,Utilities,5,Persons,249,thousands,3,v91416514,8.5,3.8,,,,1
2012,Nova Scotia,6,2016A000212,Construction,6,Persons,249,thousands,3,v91416515,8.6,32.3,,,,1
2012,Nova Scotia,6,2016A000212,Manufacturing,7,Persons,249,thousands,3,v91416516,8.7,32.8,,,,1
2012,Nova Scotia,6,2016A000212,Services-producing sector,8,Persons,249,thousands,3,v91416517,8.8,371,,,,1
2012,Nova Scotia,6,2016A000212,Wholesale and retail trade,9,Persons,249,thousands,3,v91416518,8.9,74.8,,,,1
2012,Nova Scotia,6,2016A000212,Transportation and warehousing,10,Persons,249,thousands,3,v91416519,8.1,20.9,,,,1
2012,Nova Scotia,6,2016A000212,"Finance, insurance, real estate, rental and leasing",11,Persons,249,thousands,3,v91416520,8.11,21.8,,,,1
2012,Nova Scotia,6,2016A000212,"Professional, scientific and technical services",12,Persons,249,thousands,3,v91416521,8.12,23.9,,,,1
2012,Nova Scotia,6,2016A000212,"Business, building and other support services",13,Persons,249,thousands,3,v91416522,8.13,21.2,,,,1
2012,Nova Scotia,6,2016A000212,Educational services,14,Persons,249,thousands,3,v91416523,8.14,35.6,,,,1
2012,Nova Scotia,6,2016A000212,Health care and social assistance,15,Persons,249,thousands,3,v91416524,8.15,70.6,,,,1
2012,Nova Scotia,6,2016A000212,"Information, culture and recreation",16,Persons,249,thousands,3,v91416525,8.16,19.7,,,,1
2012,Nova Scotia,6,2016A000212,Accommodation and food services,17,Persons,249,thousands,3,v91416526,8.17,32.6,,,,1
2012,Nova Scotia,6,2016A000212,Other services (except public administration),18,Persons,249,thousands,3,v91416527,8.18,20.6,,,,1
2012,Nova Scotia,6,2016A000212,Public administration,19,Persons,249,thousands,3,v91416528,8.19,29.2,,,,1
2013,Nova Scotia,6,2016A000212,"Total employed, all industries",1,Persons,249,thousands,3,v91416510,8.1,452.6,,,,1
2013,Nova Scotia,6,2016A000212,Goods-producing sector,2,Persons,249,thousands,3,v91416511,8.2,86.8,,,,1
2013,Nova Scotia,6,2016A000212,Agriculture,3,Persons,249,thousands,3,v91416512,8.3,5.7,,,,1
2013,Nova Scotia,6,2016A000212,"Forestry, fishing, mining, quarrying, oil and gas",4,Persons,249,thousands,3,v91416513,8.4,11.5,,,,1
2013,Nova Scotia,6,2016A000212,Utilities,5,Persons,249,thousands,3,v91416514,8.5,4.2,,,,1
2013,Nova Scotia,6,2016A000212,Construction,6,Persons,249,thousands,3,v91416515,8.6,34.7,,,,1
2013,Nova Scotia,6,2016A000212,Manufacturing,7,Persons,249,thousands,3,v91416516,8.7,30.6,,,,1
2013,Nova Scotia,6,2016A000212,Services-producing sector,8,Persons,249,thousands,3,v91416517,8.8,365.9,,,,1
2013,Nova Scotia,6,2016A000212,Wholesale and retail trade,9,Persons,249,thousands,3,v91416518,8.9,75.2,,,,1
2013,Nova Scotia,6,2016A000212,Transportation and warehousing,10,Persons,249,thousands,3,v91416519,8.1,19.6,,,,1
2013,Nova Scotia,6,2016A000212,"Finance, insurance, real estate, rental and leasing",11,Persons,249,thousands,3,v91416520,8.11,20.9,,,,1
2013,Nova Scotia,6,2016A000212,"Professional, scientific and technical services",12,Persons,249,thousands,3,v91416521,8.12,26.5,,,,1
2013,Nova Scotia,6,2016A000212,"Business, building and other support services",13,Persons,249,thousands,3,v91416522,8.13,22.8,,,,1
2013,Nova Scotia,6,2016A000212,Educational services,14,Persons,249,thousands,3,v91416523,8.14,34.6,,,,1
2013,Nova Scotia,6,2016A000212,Health care and social assistance,15,Persons,249,thousands,3,v91416524,8.15,69.8,,,,1
2013,Nova Scotia,6,2016A000212,"Information, culture and recreation",16,Persons,249,thousands,3,v91416525,8.16,18.4,,,,1
2013,Nova Scotia,6,2016A000212,Accommodation and food services,17,Persons,249,thousands,3,v91416526,8.17,31.4,,,,1
2013,Nova Scotia,6,2016A000212,Other services (except public administration),18,Persons,249,thousands,3,v91416527,8.18,19.4,,,,1
2013,Nova Scotia,6,2016A000212,Public administration,19,Persons,249,thousands,3,v91416528,8.19,27.5,,,,1
2014,Nova Scotia,6,2016A000212,"Total employed, all industries",1,Persons,249,thousands,3,v91416510,8.1,447.6,,,,1
2014,Nova Scotia,6,2016A000212,Goods-producing sector,2,Persons,249,thousands,3,v91416511,8.2,84,,,,1
2014,Nova Scotia,6,2016A000212,Agriculture,3,Persons,249,thousands,3,v91416512,8.3,5.2,,,,1
2014,Nova Scotia,6,2016A000212,"Forestry, fishing, mining, quarrying, oil and gas",4,Persons,249,thousands,3,v91416513,8.4,11.2,,,,1
2014,Nova Scotia,6,2016A000212,Utilities,5,Persons,249,thousands,3,v91416514,8.5,3.8,,,,1
2014,Nova Scotia,6,2016A000212,Construction,6,Persons,249,thousands,3,v91416515,8.6,34,,,,1
2014,Nova Scotia,6,2016A000212,Manufacturing,7,Persons,249,thousands,3,v91416516,8.7,29.9,,,,1
2014,Nova Scotia,6,2016A000212,Services-producing sector,8,Persons,249,thousands,3,v91416517,8.8,363.6,,,,1
2014,Nova Scotia,6,2016A000212,Wholesale and retail trade,9,Persons,249,thousands,3,v91416518,8.9,73.9,,,,1
2014,Nova Scotia,6,2016A000212,Transportation and warehousing,10,Persons,249,thousands,3,v91416519,8.1,20.9,,,,1
2014,Nova Scotia,6,2016A000212,"Finance, insurance, real estate, rental and leasing",11,Persons,249,thousands,3,v91416520,8.11,22.2,,,,1
2014,Nova Scotia,6,2016A000212,"Professional, scientific and technical services",12,Persons,249,thousands,3,v91416521,8.12,26.1,,,,1
2014,Nova Scotia,6,2016A000212,"Business, building and other support services",13,Persons,249,thousands,3,v91416522,8.13,19.7,,,,1
2014,Nova Scotia,6,2016A000212,Educational services,14,Persons,249,thousands,3,v91416523,8.14,35.4,,,,1
2014,Nova Scotia,6,2016A000212,Health care and social assistance,15,Persons,249,thousands,3,v91416524,8.15,69.2,,,,1
2014,Nova Scotia,6,2016A000212,"Information, culture and recreation",16,Persons,249,thousands,3,v91416525,8.16,19.2,,,,1
2014,Nova Scotia,6,2016A000212,Accommodation and food services,17,Persons,249,thousands,3,v91416526,8.17,32.1,,,,1
2014,Nova Scotia,6,2016A000212,Other services (except public administration),18,Persons,249,thousands,3,v91416527,8.18,18.3,,,,1
2014,Nova Scotia,6,2016A000212,Public administration,19,Persons,249,thousands,3,v91416528,8.19,26.7,,,,1
2015,Nova Scotia,6,2016A000212,"Total employed, all industries",1,Persons,249,thousands,3,v91416510,8.1,448.1,,,,1
2015,Nova Scotia,6,2016A000212,Goods-producing sector,2,Persons,249,thousands,3,v91416511,8.2,83.1,,,,1
2015,Nova Scotia,6,2016A000212,Agriculture,3,Persons,249,thousands,3,v91416512,8.3,5.4,,,,1
2015,Nova Scotia,6,2016A000212,"Forestry, fishing, mining, quarrying, oil and gas",4,Persons,249,thousands,3,v91416513,8.4,11.8,,,,1
2015,Nova Scotia,6,2016A000212,Utilities,5,Persons,249,thousands,3,v91416514,8.5,3.7,,,,1
2015,Nova Scotia,6,2016A000212,Construction,6,Persons,249,thousands,3,v91416515,8.6,33.6,,,,1
2015,Nova Scotia,6,2016A000212,Manufacturing,7,Persons,249,thousands,3,v91416516,8.7,28.7,,,,1
2015,Nova Scotia,6,2016A000212,Services-producing sector,8,Persons,249,thousands,3,v91416517,8.8,365.1,,,,1
2015,Nova Scotia,6,2016A000212,Wholesale and retail trade,9,Persons,249,thousands,3,v91416518,8.9,71.8,,,,1
2015,Nova Scotia,6,2016A000212,Transportation and warehousing,10,Persons,249,thousands,3,v91416519,8.1,20.5,,,,1
2015,Nova Scotia,6,2016A000212,"Finance, insurance, real estate, rental and leasing",11,Persons,249,thousands,3,v91416520,8.11,23.4,,,,1
2015,Nova Scotia,6,2016A000212,"Professional, scientific and technical services",12,Persons,249,thousands,3,v91416521,8.12,27.8,,,,1
2015,Nova Scotia,6,2016A000212,"Business, building and other support services",13,Persons,249,thousands,3,v91416522,8.13,20.3,,,,1
2015,Nova Scotia,6,2016A000212,Educational services,14,Persons,249,thousands,3,v91416523,8.14,36.4,,,,1
2015,Nova Scotia,6,2016A000212,Health care and social assistance,15,Persons,249,thousands,3,v91416524,8.15,72.4,,,,1
2015,Nova Scotia,6,2016A000212,"Information, culture and recreation",16,Persons,249,thousands,3,v91416525,8.16,17.5,,,,1
2015,Nova Scotia,6,2016A000212,Accommodation and food services,17,Persons,249,thousands,3,v91416526,8.17,30.9,,,,1
2015,Nova Scotia,6,2016A000212,Other services (except public administration),18,Persons,249,thousands,3,v91416527,8.18,17.1,,,,1
2015,Nova Scotia,6,2016A000212,Public administration,19,Persons,249,thousands,3,v91416528,8.19,27,,,,1
2016,Nova Scotia,6,2016A000212,"Total employed, all industries",1,Persons,249,thousands,3,v91416510,8.1,446.2,,,,1
2016,Nova Scotia,6,2016A000212,Goods-producing sector,2,Persons,249,thousands,3,v91416511,8.2,81.2,,,,1
2016,Nova Scotia,6,2016A000212,Agriculture,3,Persons,249,thousands,3,v91416512,8.3,4.5,,,,1
2016,Nova Scotia,6,2016A000212,"Forestry, fishing, mining, quarrying, oil and gas",4,Persons,249,thousands,3,v91416513,8.4,11.3,,,,1
2016,Nova Scotia,6,2016A000212,Utilities,5,Persons,249,thousands,3,v91416514,8.5,3.3,,,,1
2016,Nova Scotia,6,2016A000212,Construction,6,Persons,249,thousands,3,v91416515,8.6,32.9,,,,1
2016,Nova Scotia,6,2016A000212,Manufacturing,7,Persons,249,thousands,3,v91416516,8.7,29.1,,,,1
2016,Nova Scotia,6,2016A000212,Services-producing sector,8,Persons,249,thousands,3,v91416517,8.8,365,,,,1
2016,Nova Scotia,6,2016A000212,Wholesale and retail trade,9,Persons,249,thousands,3,v91416518,8.9,71.9,,,,1
2016,Nova Scotia,6,2016A000212,Transportation and warehousing,10,Persons,249,thousands,3,v91416519,8.1,20.3,,,,1
2016,Nova Scotia,6,2016A000212,"Finance, insurance, real estate, rental and leasing",11,Persons,249,thousands,3,v91416520,8.11,23.6,,,,1
2016,Nova Scotia,6,2016A000212,"Professional, scientific and technical services",12,Persons,249,thousands,3,v91416521,8.12,27.5,,,,1
2016,Nova Scotia,6,2016A000212,"Business, building and other support services",13,Persons,249,thousands,3,v91416522,8.13,17.5,,,,1
2016,Nova Scotia,6,2016A000212,Educational services,14,Persons,249,thousands,3,v91416523,8.14,36.7,,,,1
2016,Nova Scotia,6,2016A000212,Health care and social assistance,15,Persons,249,thousands,3,v91416524,8.15,74.9,,,,1
2016,Nova Scotia,6,2016A000212,"Information, culture and recreation",16,Persons,249,thousands,3,v91416525,8.16,16.2,,,,1
2016,Nova Scotia,6,2016A000212,Accommodation and food services,17,Persons,249,thousands,3,v91416526,8.17,29.5,,,,1
2016,Nova Scotia,6,2016A000212,Other services (except public administration),18,Persons,249,thousands,3,v91416527,8.18,19.4,,,,1
2016,Nova Scotia,6,2016A000212,Public administration,19,Persons,249,thousands,3,v91416528,8.19,27.6,,,,1
2017,Nova Scotia,6,2016A000212,"Total employed, all industries",1,Persons,249,thousands,3,v91416510,8.1,449,,,,1
2017,Nova Scotia,6,2016A000212,Goods-producing sector,2,Persons,249,thousands,3,v91416511,8.2,81.3,,,,1
2017,Nova Scotia,6,2016A000212,Agriculture,3,Persons,249,thousands,3,v91416512,8.3,4.7,,,,1
2017,Nova Scotia,6,2016A000212,"Forestry, fishing, mining, quarrying, oil and gas",4,Persons,249,thousands,3,v91416513,8.4,10.1,,,,1
2017,Nova Scotia,6,2016A000212,Utilities,5,Persons,249,thousands,3,v91416514,8.5,3.9,,,,1
2017,Nova Scotia,6,2016A000212,Construction,6,Persons,249,thousands,3,v91416515,8.6,31.6,,,,1
2017,Nova Scotia,6,2016A000212,Manufacturing,7,Persons,249,thousands,3,v91416516,8.7,31,,,,1
2017,Nova Scotia,6,2016A000212,Services-producing sector,8,Persons,249,thousands,3,v91416517,8.8,367.7,,,,1
2017,Nova Scotia,6,2016A000212,Wholesale and retail trade,9,Persons,249,thousands,3,v91416518,8.9,75.8,,,,1
2017,Nova Scotia,6,2016A000212,Transportation and warehousing,10,Persons,249,thousands,3,v91416519,8.1,19.4,,,,1
2017,Nova Scotia,6,2016A000212,"Finance, insurance, real estate, rental and leasing",11,Persons,249,thousands,3,v91416520,8.11,22.8,,,,1
2017,Nova Scotia,6,2016A000212,"Professional, scientific and technical services",12,Persons,249,thousands,3,v91416521,8.12,28.4,,,,1
2017,Nova Scotia,6,2016A000212,"Business, building and other support services",13,Persons,249,thousands,3,v91416522,8.13,18.1,,,,1
2017,Nova Scotia,6,2016A000212,Educational services,14,Persons,249,thousands,3,v91416523,8.14,36.4,,,,1
2017,Nova Scotia,6,2016A000212,Health care and social assistance,15,Persons,249,thousands,3,v91416524,8.15,72,,,,1
2017,Nova Scotia,6,2016A000212,"Information, culture and recreation",16,Persons,249,thousands,3,v91416525,8.16,16,,,,1
2017,Nova Scotia,6,2016A000212,Accommodation and food services,17,Persons,249,thousands,3,v91416526,8.17,30.3,,,,1
2017,Nova Scotia,6,2016A000212,Other services (except public administration),18,Persons,249,thousands,3,v91416527,8.18,18.8,,,,1
2017,Nova Scotia,6,2016A000212,Public administration,19,Persons,249,thousands,3,v91416528,8.19,29.6,,,,1
2018,Nova Scotia,6,2016A000212,"Total employed, all industries",1,Persons,249,thousands,3,v91416510,8.1,455.9,,,,1
2018,Nova Scotia,6,2016A000212,Goods-producing sector,2,Persons,249,thousands,3,v91416511,8.2,82.7,,,,1
2018,Nova Scotia,6,2016A000212,Agriculture,3,Persons,249,thousands,3,v91416512,8.3,5.2,,,,1
2018,Nova Scotia,6,2016A000212,"Forestry, fishing, mining, quarrying, oil and gas",4,Persons,249,thousands,3,v91416513,8.4,9,,,,1
2018,Nova Scotia,6,2016A000212,Utilities,5,Persons,249,thousands,3,v91416514,8.5,3.7,,,,1
2018,Nova Scotia,6,2016A000212,Construction,6,Persons,249,thousands,3,v91416515,8.6,33.1,,,,1
2018,Nova Scotia,6,2016A000212,Manufacturing,7,Persons,249,thousands,3,v91416516,8.7,31.7,,,,1
2018,Nova Scotia,6,2016A000212,Services-producing sector,8,Persons,249,thousands,3,v91416517,8.8,373.2,,,,1
2018,Nova Scotia,6,2016A000212,Wholesale and retail trade,9,Persons,249,thousands,3,v91416518,8.9,79,,,,1
2018,Nova Scotia,6,2016A000212,Transportation and warehousing,10,Persons,249,thousands,3,v91416519,8.1,19.4,,,,1
2018,Nova Scotia,6,2016A000212,"Finance, insurance, real estate, rental and leasing",11,Persons,249,thousands,3,v91416520,8.11,22.1,,,,1
2018,Nova Scotia,6,2016A000212,"Professional, scientific and technical services",12,Persons,249,thousands,3,v91416521,8.12,27.5,,,,1
2018,Nova Scotia,6,2016A000212,"Business, building and other support services",13,Persons,249,thousands,3,v91416522,8.13,17.7,,,,1
2018,Nova Scotia,6,2016A000212,Educational services,14,Persons,249,thousands,3,v91416523,8.14,37.8,,,,1
2018,Nova Scotia,6,2016A000212,Health care and social assistance,15,Persons,249,thousands,3,v91416524,8.15,68.4,,,,1
2018,Nova Scotia,6,2016A000212,"Information, culture and recreation",16,Persons,249,thousands,3,v91416525,8.16,18.3,,,,1
2018,Nova Scotia,6,2016A000212,Accommodation and food services,17,Persons,249,thousands,3,v91416526,8.17,35.3,,,,1
2018,Nova Scotia,6,2016A000212,Other services (except public administration),18,Persons,249,thousands,3,v91416527,8.18,18.7,,,,1
2018,Nova Scotia,6,2016A000212,Public administration,19,Persons,249,thousands,3,v91416528,8.19,29.1,,,,1
2019,Nova Scotia,6,2016A000212,"Total employed, all industries",1,Persons,249,thousands,3,v91416510,8.1,466.1,,,,1
2019,Nova Scotia,6,2016A000212,Goods-producing sector,2,Persons,249,thousands,3,v91416511,8.2,86.6,,,,1
2019,Nova Scotia,6,2016A000212,Agriculture,3,Persons,249,thousands,3,v91416512,8.3,5.9,,,,1
2019,Nova Scotia,6,2016A000212,"Forestry, fishing, mining, quarrying, oil and gas",4,Persons,249,thousands,3,v91416513,8.4,10.9,,,,1
2019,Nova Scotia,6,2016A000212,Utilities,5,Persons,249,thousands,3,v91416514,8.5,3.6,,,,1
2019,Nova Scotia,6,2016A000212,Construction,6,Persons,249,thousands,3,v91416515,8.6,34.3,,,,1
2019,Nova Scotia,6,2016A000212,Manufacturing,7,Persons,249,thousands,3,v91416516,8.7,31.9,,,,1
2019,Nova Scotia,6,2016A000212,Services-producing sector,8,Persons,249,thousands,3,v91416517,8.8,379.5,,,,1
2019,Nova Scotia,6,2016A000212,Wholesale and retail trade,9,Persons,249,thousands,3,v91416518,8.9,81.6,,,,1
2019,Nova Scotia,6,2016A000212,Transportation and warehousing,10,Persons,249,thousands,3,v91416519,8.1,19.6,,,,1
2019,Nova Scotia,6,2016A000212,"Finance, insurance, real estate, rental and leasing",11,Persons,249,thousands,3,v91416520,8.11,21.5,,,,1
2019,Nova Scotia,6,2016A000212,"Professional, scientific and technical services",12,Persons,249,thousands,3,v91416521,8.12,27.9,,,,1
2019,Nova Scotia,6,2016A000212,"Business, building and other support services",13,Persons,249,thousands,3,v91416522,8.13,17.4,,,,1
2019,Nova Scotia,6,2016A000212,Educational services,14,Persons,249,thousands,3,v91416523,8.14,37.2,,,,1
2019,Nova Scotia,6,2016A000212,Health care and social assistance,15,Persons,249,thousands,3,v91416524,8.15,73.7,,,,1
2019,Nova Scotia,6,2016A000212,"Information, culture and recreation",16,Persons,249,thousands,3,v91416525,8.16,18.8,,,,1
2019,Nova Scotia,6,2016A000212,Accommodation and food services,17,Persons,249,thousands,3,v91416526,8.17,35.8,,,,1
2019,Nova Scotia,6,2016A000212,Other services (except public administration),18,Persons,249,thousands,3,v91416527,8.18,16.9,,,,1
2019,Nova Scotia,6,2016A000212,Public administration,19,Persons,249,thousands,3,v91416528,8.19,29.3,,,,1
2001,Ontario,7,2016A000235,"Total employed, all industries",1,Persons,249,thousands,3,v91417061,37.1,5921.3,,,,1
2001,Ontario,7,2016A000235,Goods-producing sector,2,Persons,249,thousands,3,v91417062,37.2,1566.8,,,,1
2001,Ontario,7,2016A000235,Agriculture,3,Persons,249,thousands,3,v91417063,37.3,83.7,,,,1
2001,Ontario,7,2016A000235,"Forestry, fishing, mining, quarrying, oil and gas",4,Persons,249,thousands,3,v91417064,37.4,35.9,,,,1
2001,Ontario,7,2016A000235,Utilities,5,Persons,249,thousands,3,v91417065,37.5,50.1,,,,1
2001,Ontario,7,2016A000235,Construction,6,Persons,249,thousands,3,v91417066,37.6,334.9,,,,1
2001,Ontario,7,2016A000235,Manufacturing,7,Persons,249,thousands,3,v91417067,37.7,1062.1,,,,1
2001,Ontario,7,2016A000235,Services-producing sector,8,Persons,249,thousands,3,v91417068,37.8,4354.6,,,,1
2001,Ontario,7,2016A000235,Wholesale and retail trade,9,Persons,249,thousands,3,v91417069,37.9,929.4,,,,1
2001,Ontario,7,2016A000235,Transportation and warehousing,10,Persons,249,thousands,3,v91417070,37.1,279.8,,,,1
2001,Ontario,7,2016A000235,"Finance, insurance, real estate, rental and leasing",11,Persons,249,thousands,3,v91417071,37.11,389.9,,,,1
2001,Ontario,7,2016A000235,"Professional, scientific and technical services",12,Persons,249,thousands,3,v91417072,37.12,438.7,,,,1
2001,Ontario,7,2016A000235,"Business, building and other support services",13,Persons,249,thousands,3,v91417073,37.13,238.2,,,,1
2001,Ontario,7,2016A000235,Educational services,14,Persons,249,thousands,3,v91417074,37.14,353.3,,,,1
2001,Ontario,7,2016A000235,Health care and social assistance,15,Persons,249,thousands,3,v91417075,37.15,563.3,,,,1
2001,Ontario,7,2016A000235,"Information, culture and recreation",16,Persons,249,thousands,3,v91417076,37.16,301.7,,,,1
2001,Ontario,7,2016A000235,Accommodation and food services,17,Persons,249,thousands,3,v91417077,37.17,333.2,,,,1
2001,Ontario,7,2016A000235,Other services (except public administration),18,Persons,249,thousands,3,v91417078,37.18,242.7,,,,1
2001,Ontario,7,2016A000235,Public administration,19,Persons,249,thousands,3,v91417079,37.19,284.3,,,,1
2002,Ontario,7,2016A000235,"Total employed, all industries",1,Persons,249,thousands,3,v91417061,37.1,6034.2,,,,1
2002,Ontario,7,2016A000235,Goods-producing sector,2,Persons,249,thousands,3,v91417062,37.2,1601.7,,,,1
2002,Ontario,7,2016A000235,Agriculture,3,Persons,249,thousands,3,v91417063,37.3,75.6,,,,1
2002,Ontario,7,2016A000235,"Forestry, fishing, mining, quarrying, oil and gas",4,Persons,249,thousands,3,v91417064,37.4,34.8,,,,1
2002,Ontario,7,2016A000235,Utilities,5,Persons,249,thousands,3,v91417065,37.5,52.1,,,,1
2002,Ontario,7,2016A000235,Construction,6,Persons,249,thousands,3,v91417066,37.6,344.6,,,,1
2002,Ontario,7,2016A000235,Manufacturing,7,Persons,249,thousands,3,v91417067,37.7,1094.4,,,,1
2002,Ontario,7,2016A000235,Services-producing sector,8,Persons,249,thousands,3,v91417068,37.8,4432.5,,,,1
2002,Ontario,7,2016A000235,Wholesale and retail trade,9,Persons,249,thousands,3,v91417069,37.9,923.5,,,,1
2002,Ontario,7,2016A000235,Transportation and warehousing,10,Persons,249,thousands,3,v91417070,37.1,279.6,,,,1
2002,Ontario,7,2016A000235,"Finance, insurance, real estate, rental and leasing",11,Persons,249,thousands,3,v91417071,37.11,393.7,,,,1
2002,Ontario,7,2016A000235,"Professional, scientific and technical services",12,Persons,249,thousands,3,v91417072,37.12,438.3,,,,1
2002,Ontario,7,2016A000235,"Business, building and other support services",13,Persons,249,thousands,3,v91417073,37.13,247.8,,,,1
